split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,1821035.5,157.38003540039062,183054274396160.0,0.0
eval,context_conditioned,1907001.5,155.03012084960938,183054274396160.0,0.0
eval,neighbor_weighted_mean,176382049671606.25,123644.37054800359,190443411584558.2,-4.036582709020419
eval,neighbor_unweighted_mean,178963032834048.0,132678.328125,195536103669760.0,-6.818649768829346
eval,pred_plus_weighted_e,176382047562107.5,123609.11385462833,190443411593512.88,-4.0365827139122405
eval,mix_0_weighted,1821035.3551801732,157.3800129164709,183054259753571.97,7.999041857695711e-06
eval,mix_1_learned,604374551777.627,5925.591572048922,184246780487603.25,-0.6514494651255549
eval,mix_2_full_horizon,22330778583040.0,27377.236328125,186011141275648.0,-1.615295171737671
eval,mix_0_weighted_eval_fit,1821035.3577651454,157.38001050649615,183054259753571.97,7.999041857695711e-06
eval,mix_1_learned_eval_fit,1754709.1514231293,159.1230502221138,183054259753571.97,7.999041857695711e-06
eval,mix_2_full_horizon_eval_fit,1225644.0,161.6653594970703,183054274396160.0,0.0
